A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	1	0	1	#	1	1	1.0	1.0	3	54.60580567739105	4994	2	0.8333333333333334	163.81741703217313	157	157
0	1	#	1	#	1	1	1.0	1.0	6	58.764749235070454	4994	6	0.6666666666666666	352.58849541042275	312	312
0	0	0	#	#	0	0	1.0	1.0	5	48.340360247113175	4995	6	0.6666666666666666	241.70180123556588	312	312
0	1	#	1	#	#	1	1.0	1.0	3	53.86285987800769	4996	8	0.5	161.58857963402306	623	623
1	0	0	0	0	#	0	1.0	1.0	2	48.259723934780524	4948	13	0.8333333333333334	96.51944786956105	155	155
0	1	#	1	1	1	1	1.0	1.0	4	60.9492244540535	4990	14	0.8333333333333334	243.796897816214	155	155
0	0	1	1	1	#	1	1.0	1.0	3	58.675272711335545	4954	18	0.8333333333333334	176.02581813400664	156	156
#	1	#	1	#	1	1	1.0	1.0	1	55.89119617963869	4994	18	0.5	55.89119617963869	623	623
#	1	0	0	#	0	0	1.0	1.0	2	62.27905897757789	4987	26	0.6666666666666666	124.55811795515578	311	311
1	0	0	0	1	0	1	1.0	1.0	3	33.059435113709526	4955	27	1.0	99.17830534112858	78	78
0	0	0	1	0	0	0	1.0	1.0	4	48.20196027586852	4957	32	1.0	192.8078411034741	77	77
#	1	#	1	1	1	1	1.0	1.0	3	60.35089009792261	4990	38	0.6666666666666666	181.05267029376782	311	311
1	0	#	#	0	0	0	1.0	1.0	5	50.719086978287706	4976	39	0.6666666666666666	253.59543489143852	309	309
0	1	#	1	0	0	1	1.0	1.0	2	47.81116781111752	4996	42	0.8333333333333334	95.62233562223504	155	155
1	#	1	0	1	1	1	1.0	1.0	2	48.60315443663557	4971	43	0.8333333333333334	97.20630887327114	154	154
0	1	0	0	#	0	0	1.0	1.0	8	68.61372147372904	4987	45	0.8333333333333334	548.9097717898323	155	155
0	0	0	#	0	0	0	1.0	1.0	4	51.327976507196645	4984	53	0.8333333333333334	205.31190602878658	155	155
1	#	1	1	1	1	1	1.0	1.0	3	65.21336294896484	4988	58	0.8333333333333334	195.6400888468945	155	155
#	1	#	0	#	0	0	1.0	1.0	2	54.79835752410002	4997	59	0.5	109.59671504820004	618	618
1	#	#	1	1	1	1	1.0	1.0	4	60.96185252711406	4988	62	0.6666666666666666	243.84741010845624	308	308
#	0	1	1	1	#	1	1.0	1.0	2	60.83021627738966	4954	64	0.6666666666666666	121.66043255477932	308	308
0	1	0	1	#	#	1	1.0	1.0	4	48.5490851365809	4994	65	0.6666666666666666	194.1963405463236	309	309
1	#	0	0	0	0	0	1.0	1.0	4	54.770212071080124	4980	69	0.8333333333333334	219.0808482843205	154	154
0	0	0	0	0	0	0	1.0	1.0	4	54.32046255596519	4984	79	1.0	217.28185022386077	77	77
1	0	#	0	1	0	1	1.0	1.0	4	47.33715714621329	4974	84	0.8333333333333334	189.34862858485317	154	154
0	0	1	1	1	0	1	1.0	1.0	5	58.7296992567534	4954	87	1.0	293.648496283767	77	77
1	1	0	0	0	0	0	1.0	1.0	3	59.366577593359054	4980	88	1.0	178.09973278007715	77	77
0	0	0	1	#	0	0	1.0	1.0	2	43.84205892192286	4995	90	0.8333333333333334	87.68411784384573	154	154
0	1	#	0	1	0	0	1.0	1.0	2	60.91401896624817	4987	91	0.8333333333333334	121.82803793249634	154	154
1	0	0	0	0	0	0	1.0	1.0	2	50.63321558573451	4948	97	1.0	101.26643117146902	76	76
1	1	1	#	1	1	1	1.0	1.0	2	55.28090525170616	4988	102	0.8333333333333334	110.56181050341232	153	153
0	0	0	1	0	#	0	1.0	1.0	2	49.11112829341247	4957	103	0.8333333333333334	98.22225658682494	152	152
1	0	1	#	0	0	0	1.0	1.0	2	50.53092611712881	4965	106	0.8333333333333334	101.06185223425761	152	152
1	1	0	0	#	0	0	1.0	1.0	3	51.56624727737319	4980	112	0.8333333333333334	154.6987418321196	153	153
0	#	#	1	0	1	1	0.23860427194515973	0.7508196721311475	1	55.58158446844837	4994	112	0.6666666666666666	55.58158446844837	229	305
1	1	#	1	#	1	1	1.0	1.0	2	53.44118186785365	4989	120	0.6666666666666666	106.8823637357073	307	307
1	#	1	#	0	0	0	1.0	1.0	4	51.26248373980866	4993	121	0.6666666666666666	205.04993495923463	305	305
1	0	1	1	1	#	1	1.0	1.0	5	62.367418474442715	4943	123	0.8333333333333334	311.8370923722136	152	152
0	1	1	0	1	0	0	1.0	1.0	1	48.194323667505316	4962	128	1.0	48.194323667505316	76	76
1	0	#	#	1	1	1	1.0	1.0	5	55.658956240229045	4971	144	0.6666666666666666	278.2947812011452	303	303
#	1	#	0	1	0	0	1.0	1.0	2	54.761847269349474	4987	147	0.6666666666666666	109.52369453869895	303	303
1	1	1	1	#	1	1	1.0	1.0	2	56.86235493170927	4988	151	0.8333333333333334	113.72470986341854	152	152
#	1	1	1	1	1	1	1.0	1.0	2	66.20214151593902	4990	154	0.8333333333333334	132.40428303187804	152	152
0	1	0	0	#	#	0	1.0	1.0	4	58.05675972413844	4998	155	0.6666666666666666	232.22703889655375	303	303
#	1	1	#	0	0	0	0.2373046875	0.75	2	49.499339179170015	4997	163	0.6666666666666666	98.99867835834003	228	304
0	1	#	1	1	#	1	1.0	1.0	6	55.64146220905356	4990	169	0.6666666666666666	333.8487732543214	302	302
#	0	0	1	0	#	0	1.0	1.0	1	50.67215588333437	4976	169	0.6666666666666666	50.67215588333437	301	301
0	1	1	1	#	0	1	1.0	1.0	3	52.63925577453114	4996	174	0.8333333333333334	157.9177673235934	152	152
0	#	#	1	1	0	1	0.23338885457760708	0.7475083056478405	2	49.12539716008699	4975	176	0.6666666666666666	98.25079432017398	225	301
#	0	0	1	#	#	0	0.23796350077423983	0.7504159733777038	2	47.46367695476139	4995	177	0.5	94.92735390952278	451	601
#	1	0	1	0	1	1	1.0	1.0	2	51.78270875157742	4994	177	0.8333333333333334	103.56541750315483	152	152
1	0	#	#	1	0	1	1.0	1.0	3	47.90187594752141	4974	181	0.6666666666666666	143.70562784256424	300	300
0	1	0	0	1	1	0	1.0	1.0	4	46.552912118032246	4953	183	1.0	186.21164847212899	75	75
0	0	0	#	1	0	0	1.0	1.0	2	45.4079200735545	4995	184	0.8333333333333334	90.815840147109	151	151
0	0	1	1	#	#	1	1.0	1.0	2	53.85295723546112	4985	184	0.6666666666666666	107.70591447092224	301	301
0	#	#	1	0	#	1	0.2373046875	0.75	1	51.04506742918367	4996	196	0.5	51.04506742918367	450	600
1	#	0	#	0	0	0	1.0	1.0	5	55.24367272905037	4999	199	0.6666666666666666	276.2183636452518	300	300
0	1	1	1	0	0	1	1.0	1.0	6	50.017214589705674	4996	205	1.0	300.10328753823404	75	75
0	1	#	0	#	#	0	1.0	1.0	2	49.50813343374472	4998	207	0.5	99.01626686748943	600	600
0	#	1	1	0	#	1	1.0	1.0	2	53.29382590964955	4996	209	0.6666666666666666	106.5876518192991	299	299
1	1	1	1	1	1	1	1.0	1.0	2	65.21089144553852	4988	210	1.0	130.42178289107704	75	75
1	0	0	#	1	1	1	1.0	1.0	1	53.683019182439104	4963	211	0.8333333333333334	53.683019182439104	149	149
1	0	#	1	0	0	0	1.0	1.0	4	53.511726479883905	4976	212	0.8333333333333334	214.04690591953562	150	150
1	0	0	1	0	0	0	1.0	1.0	1	54.87230427819132	4976	223	1.0	54.87230427819132	75	75
0	1	1	1	1	#	1	1.0	1.0	2	61.564844255588625	4990	232	0.8333333333333334	123.12968851117725	150	150
0	0	1	1	0	1	1	1.0	1.0	7	54.419950973587575	4945	235	1.0	380.93965681511304	74	74
1	#	1	1	#	1	1	0.23598486492701679	0.7491638795986622	1	55.96964661754235	4988	238	0.6666666666666666	55.96964661754235	224	299
1	1	1	0	1	1	1	1.0	1.0	1	43.671398321237476	4956	246	1.0	43.671398321237476	74	74
1	0	0	#	0	#	0	1.0	1.0	3	50.65836504948818	4976	270	0.6666666666666666	151.97509514846456	295	295
#	1	1	1	#	1	1	1.0	1.0	1	61.19408967516698	4990	271	0.6666666666666666	61.19408967516698	296	296
1	0	#	0	0	0	0	1.0	1.0	2	47.36338526050396	4964	278	0.8333333333333334	94.72677052100792	147	147
#	1	1	1	0	1	1	1.0	1.0	3	55.57542424839153	4983	287	0.8333333333333334	166.72627274517458	147	147
1	1	1	0	0	0	0	1.0	1.0	2	53.98075598858562	4993	288	1.0	107.96151197717124	74	74
1	#	#	0	1	1	1	1.0	1.0	4	47.61384813626536	4991	288	0.6666666666666666	190.45539254506144	294	294
0	1	0	0	1	0	0	1.0	1.0	7	70.658724561159	4987	289	1.0	494.611071928113	74	74
0	0	1	#	0	#	1	1.0	1.0	2	45.009969118954665	4985	290	0.6666666666666666	90.01993823790933	294	294
1	0	#	1	1	#	1	1.0	1.0	5	55.510053935657986	4963	298	0.6666666666666666	277.5502696782899	292	292
0	1	1	1	1	1	1	1.0	1.0	5	69.02262881483867	4990	300	1.0	345.1131440741933	74	74
0	0	1	1	0	#	1	1.0	1.0	1	48.99292232524938	4985	313	0.8333333333333334	48.99292232524938	146	146
1	0	#	0	1	1	1	1.0	1.0	2	50.50402519529872	4971	314	0.8333333333333334	101.00805039059745	146	146
0	0	0	#	#	#	0	1.0	1.0	2	47.49196991993354	4995	315	0.5	94.98393983986708	585	585
0	1	1	1	1	0	1	1.0	1.0	4	53.750195894098624	4975	317	1.0	215.0007835763945	73	73
